a,b,c,d
0.105105105105105,0.0692018480076809,0.0110470831191552,0.105105105105105
0.106106106106106,0.0704473668288334,0.0112585057530002,0.106106106106106
0.107107107107107,0.0717024483092854,0.0114719323928533,0.107107107107107
0.108108108108108,0.0729670503227844,0.0116873630387144,0.108108108108108
0.109109109109109,0.0742411307430781,0.0119047976905835,0.109109109109109
0.11011011011011,0.0755246474439141,0.0121242363484606,0.11011011011011
0.111111111111111,0.0768175582990398,0.0123456790123457,0.111111111111111
0.112112112112112,0.0781198211822029,0.0125691256822388,0.112112112112112
0.113113113113113,0.0794313939671509,0.0127945763581399,0.113113113113113
0.114114114114114,0.0807522345276316,0.0130220310400491,0.114114114114114
0.115115115115115,0.0820823007373923,0.0132514897279662,0.115115115115115
0.116116116116116,0.0834215504701807,0.0134829524218914,0.116116116116116
0.117117117117117,0.0847699415997444,0.0137164191218245,0.117117117117117
0.118118118118118,0.0861274319998309,0.0139518898277657,0.118118118118118
0.119119119119119,0.0874939795441879,0.0141893645397149,0.119119119119119
0.12012012012012,0.0888695421065629,0.0144288432576721,0.12012012012012
0.121121121121121,0.0902540775607035,0.0146703259816373,0.121121121121121
0.122122122122122,0.0916475437803573,0.0149138127116105,0.122122122122122
0.123123123123123,0.0930498986392718,0.0151593034475917,0.123123123123123
0.124124124124124,0.0944611000111946,0.015406798189581,0.124124124124124
0.125125125125125,0.0958811057698734,0.0156562969375782,0.125125125125125
0.126126126126126,0.0973098737890556,0.0159077996915835,0.126126126126126
0.127127127127127,0.098747361942489,0.0161613064515967,0.127127127127127
0.128128128128128,0.100193528103921,0.016416817217618,0.128128128128128
0.129129129129129,0.101648330147099,0.0166743319896473,0.129129129129129
0.13013013013013,0.103111725945771,0.0169338507676846,0.13013013013013
0.131131131131131,0.104583673373685,0.0171953735517299,0.131131131131131
0.132132132132132,0.106064130304587,0.0174589003417832,0.132132132132132
0.133133133133133,0.107553054612226,0.0177244311378446,0.133133133133133
0.134134134134134,0.109050404170349,0.0179919659399139,0.134134134134134
0.135135135135135,0.110556136852704,0.0182615047479912,0.135135135135135
0.136136136136136,0.112070210533038,0.0185330475620766,0.136136136136136
0.137137137137137,0.113592583085099,0.01880659438217,0.137137137137137
0.138138138138138,0.115123212382634,0.0190821452082713,0.138138138138138
0.139139139139139,0.116662056299391,0.0193597000403807,0.139139139139139
0.14014014014014,0.118209072709118,0.0196392588784981,0.14014014014014
0.141141141141141,0.119764219485562,0.0199208217226235,0.141141141141141
0.142142142142142,0.121327454502471,0.0202043885727569,0.142142142142142
0.143143143143143,0.122898735633593,0.0204899594288984,0.143143143143143
0.144144144144144,0.124478020752674,0.0207775342910478,0.144144144144144
0.145145145145145,0.126065267733462,0.0210671131592053,0.145145145145145
0.146146146146146,0.127660434449706,0.0213586960333707,0.146146146146146
0.147147147147147,0.129263478775153,0.0216522829135442,0.147147147147147
0.148148148148148,0.130874358583549,0.0219478737997256,0.148148148148148
0.149149149149149,0.132493031748644,0.0222454686919151,0.149149149149149
0.15015015015015,0.134119456144184,0.0225450675901126,0.15015015015015
0.151151151151151,0.135753589643916,0.0228466704943181,0.151151151151151
0.152152152152152,0.13739539012159,0.0231502774045317,0.152152152152152
0.153153153153153,0.139044815450951,0.0234558883207532,0.153153153153153
0.154154154154154,0.140701823505749,0.0237635032429827,0.154154154154154
0.155155155155155,0.142366372159729,0.0240731221712203,0.155155155155155
0.156156156156156,0.14403841928664,0.0243847451054658,0.156156156156156
0.157157157157157,0.14571792276023,0.0246983720457194,0.157157157157157
0.158158158158158,0.147404840454246,0.025014002991981,0.158158158158158
0.159159159159159,0.149099130242436,0.0253316379442506,0.159159159159159
0.16016016016016,0.150800749998546,0.0256512769025282,0.16016016016016
0.161161161161161,0.152509657596326,0.0259729198668138,0.161161161161161
0.162162162162162,0.154225810909522,0.0262965668371074,0.162162162162162
0.163163163163163,0.155949167811881,0.026622217813409,0.163163163163163
0.164164164164164,0.157679686177153,0.0269498727957186,0.164164164164164
0.165165165165165,0.159417323879083,0.0272795317840363,0.165165165165165
0.166166166166166,0.16116203879142,0.0276111947783619,0.166166166166166
0.167167167167167,0.162913788787911,0.0279448617786956,0.167167167167167
0.168168168168168,0.164672531742304,0.0282805327850373,0.168168168168168
0.169169169169169,0.166438225528347,0.028618207797387,0.169169169169169
0.17017017017017,0.168210828019786,0.0289578868157447,0.17017017017017
0.171171171171171,0.16999029709037,0.0292995698401104,0.171171171171171
0.172172172172172,0.171776590613846,0.0296432568704841,0.172172172172172
0.173173173173173,0.173569666463962,0.0299889479068658,0.173173173173173
0.174174174174174,0.175369482514465,0.0303366429492556,0.174174174174174
0.175175175175175,0.177175996639103,0.0306863419976533,0.175175175175175
0.176176176176176,0.178989166711624,0.0310380450520591,0.176176176176176
0.177177177177177,0.180808950605774,0.0313917521124728,0.177177177177177
0.178178178178178,0.182635306195303,0.0317474631788946,0.178178178178178
0.179179179179179,0.184468191353956,0.0321051782513244,0.179179179179179
0.18018018018018,0.186307563955482,0.0324648973297622,0.18018018018018
0.181181181181181,0.188153381873629,0.032826620414208,0.181181181181181
0.182182182182182,0.190005602982143,0.0331903475046618,0.182182182182182
0.183183183183183,0.191864185154773,0.0335560786011236,0.183183183183183
0.184184184184184,0.193729086265266,0.0339238137035935,0.184184184184184
0.185185185185185,0.19560026418737,0.0342935528120713,0.185185185185185
0.186186186186186,0.197477676794832,0.0346652959265572,0.186186186186186
0.187187187187187,0.1993612819614,0.0350390430470511,0.187187187187187
0.188188188188188,0.201251037560821,0.0354147941735529,0.188188188188188
0.189189189189189,0.203146901466843,0.0357925493060628,0.189189189189189
0.19019019019019,0.205048831553214,0.0361723084445807,0.19019019019019
0.191191191191191,0.206956785693681,0.0365540715891066,0.191191191191191
0.192192192192192,0.208870721761991,0.0369378387396405,0.192192192192192
0.193193193193193,0.210790597631893,0.0373236098961825,0.193193193193193
0.194194194194194,0.212716371177134,0.0377113850587324,0.194194194194194
0.195195195195195,0.214648000271462,0.0381011642272903,0.195195195195195
0.196196196196196,0.216585442788623,0.0384929474018563,0.196196196196196
0.197197197197197,0.218528656602366,0.0388867345824303,0.197197197197197
0.198198198198198,0.220477599586438,0.0392825257690123,0.198198198198198
0.199199199199199,0.222432229614587,0.0396803209616022,0.199199199199199
0.2002002002002,0.224392504560561,0.0400801201602002,0.2002002002002
0.201201201201201,0.226358382298106,0.0404819233648062,0.201201201201201
0.202202202202202,0.228329820700971,0.0408857305754203,0.202202202202202
0.203203203203203,0.230306777642903,0.0412915417920423,0.203203203203203
0.204204204204204,0.232289210997649,0.0416993570146723,0.204204204204204
0.205205205205205,0.234277078638958,0.0421091762433104,0.205205205205205
0.206206206206206,0.236270338440577,0.0425209994779564,0.206206206206206
0.207207207207207,0.238268948276253,0.0429348267186105,0.207207207207207
0.208208208208208,0.240272866019734,0.0433506579652726,0.208208208208208
0.209209209209209,0.242282049544768,0.0437684932179427,0.209209209209209
0.21021021021021,0.244296456725102,0.0441883324766208,0.21021021021021
0.211211211211211,0.246316045434483,0.0446101757413069,0.211211211211211
0.212212212212212,0.24834077354666,0.045034023012001,0.212212212212212
0.213213213213213,0.25037059893538,0.0454598742887031,0.213213213213213
0.214214214214214,0.25240547947439,0.0458877295714133,0.214214214214214
0.215215215215215,0.254445373037439,0.0463175888601314,0.215215215215215
0.216216216216216,0.256490237498273,0.0467494521548576,0.216216216216216
0.217217217217217,0.25854003073064,0.0471833194555917,0.217217217217217
0.218218218218218,0.260594710608288,0.0476191907623339,0.218218218218218
0.219219219219219,0.262654235004964,0.0480570660750841,0.219219219219219
0.22022022022022,0.264718561794416,0.0484969453938423,0.22022022022022
0.221221221221221,0.266787648850392,0.0489388287186085,0.221221221221221
0.222222222222222,0.268861454046639,0.0493827160493827,0.222222222222222
0.223223223223223,0.270939935256905,0.0498286073861649,0.223223223223223
0.224224224224224,0.273023050354937,0.0502765027289552,0.224224224224224
0.225225225225225,0.275110757214483,0.0507264020777534,0.225225225225225
0.226226226226226,0.27720301370929,0.0511783054325597,0.226226226226226
0.227227227227227,0.279299777713106,0.051632212793374,0.227227227227227
0.228228228228228,0.281401007099679,0.0520881241601962,0.228228228228228
0.229229229229229,0.283506659742756,0.0525460395330265,0.229229229229229
0.23023023023023,0.285616693516084,0.0530059589118648,0.23023023023023
0.231231231231231,0.287731066293412,0.0534678822967111,0.231231231231231
0.232232232232232,0.289849735948487,0.0539318096875654,0.232232232232232
0.233233233233233,0.291972660355057,0.0543977410844278,0.233233233233233
0.234234234234234,0.294099797386868,0.0548656764872981,0.234234234234234
0.235235235235235,0.296231104917669,0.0553356158961765,0.235235235235235
0.236236236236236,0.298366540821208,0.0558075593110628,0.236236236236236
0.237237237237237,0.300506062971231,0.0562815067319572,0.237237237237237
0.238238238238238,0.302649629241486,0.0567574581588596,0.238238238238238
0.239239239239239,0.304797197505722,0.0572354135917699,0.239239239239239
0.24024024024024,0.306948725637685,0.0577153730306883,0.24024024024024
0.241241241241241,0.309104171511123,0.0581973364756148,0.241241241241241
0.242242242242242,0.311263492999784,0.0586813039265492,0.242242242242242
0.243243243243243,0.313426647977415,0.0591672753834916,0.243243243243243
0.244244244244244,0.315593594317764,0.059655250846442,0.244244244244244
0.245245245245245,0.317764289894578,0.0601452303154005,0.245245245245245
0.246246246246246,0.319938692581606,0.0606372137903669,0.246246246246246
0.247247247247247,0.322116760252594,0.0611312012713414,0.247247247247247
0.248248248248248,0.32429845078129,0.0616271927583239,0.248248248248248
0.249249249249249,0.326483722041442,0.0621251882513144,0.249249249249249
0.25025025025025,0.328672531906797,0.0626251877503129,0.25025025025025
0.251251251251251,0.330864838251103,0.0631271912553194,0.251251251251251
0.252252252252252,0.333060598948108,0.0636311987663339,0.252252252252252
0.253253253253253,0.335259771871559,0.0641372102833564,0.253253253253253
0.254254254254254,0.337462314895203,0.064645225806387,0.254254254254254
0.255255255255255,0.339668185892789,0.0651552453354255,0.255255255255255
0.256256256256256,0.341877342738063,0.0656672688704721,0.256256256256256
0.257257257257257,0.344089743304774,0.0661812964115266,0.257257257257257
0.258258258258258,0.346305345466669,0.0666973279585892,0.258258258258258
0.259259259259259,0.348524107097495,0.0672153635116598,0.259259259259259
0.26026026026026,0.350745986071001,0.0677354030707384,0.26026026026026
0.261261261261261,0.352970940260933,0.068257446635825,0.261261261261261
0.262262262262262,0.355198927541039,0.0687814942069196,0.262262262262262
0.263263263263263,0.357429905785068,0.0693075457840223,0.263263263263263
0.264264264264264,0.359663832866766,0.0698356013671329,0.264264264264264
0.265265265265265,0.36190066665988,0.0703656609562516,0.265265265265265
0.266266266266266,0.36414036503816,0.0708977245513782,0.266266266266266
0.267267267267267,0.366382885875351,0.0714317921525129,0.267267267267267
0.268268268268268,0.368628187045203,0.0719678637596556,0.268268268268268
0.269269269269269,0.370876226421461,0.0725059393728062,0.269269269269269
0.27027027027027,0.373126961877875,0.0730460189919649,0.27027027027027
0.271271271271271,0.375380351288191,0.0735881026171316,0.271271271271271
0.272272272272272,0.377636352526157,0.0741321902483064,0.272272272272272
0.273273273273273,0.379894923465521,0.0746782818854891,0.273273273273273
0.274274274274274,0.38215602198003,0.0752263775286798,0.274274274274274
0.275275275275275,0.384419605943432,0.0757764771778786,0.275275275275275
0.276276276276276,0.386685633229474,0.0763285808330853,0.276276276276276
0.277277277277277,0.388954061711905,0.0768826884943001,0.277277277277277
0.278278278278278,0.39122484926447,0.0774388001615229,0.278278278278278
0.279279279279279,0.393497953760919,0.0779969158347537,0.279279279279279
0.28028028028028,0.395773333074999,0.0785570355139925,0.28028028028028
0.281281281281281,0.398050945080457,0.0791191591992393,0.281281281281281
0.282282282282282,0.400330747651041,0.0796832868904941,0.282282282282282
0.283283283283283,0.402612698660498,0.0802494185877569,0.283283283283283
0.284284284284284,0.404896755982577,0.0808175542910278,0.284284284284284
0.285285285285285,0.407182877491023,0.0813876940003066,0.285285285285285
0.286286286286286,0.409471021059587,0.0819598377155935,0.286286286286286
0.287287287287287,0.411761144562014,0.0825339854368883,0.287287287287287
0.288288288288288,0.414053205872052,0.0831101371641912,0.288288288288288
0.289289289289289,0.416347162863449,0.0836882928975021,0.289289289289289
0.29029029029029,0.418642973409953,0.084268452636821,0.29029029029029
0.291291291291291,0.42094059538531,0.0848506163821479,0.291291291291291
0.292292292292292,0.42323998666327,0.0854347841334828,0.292292292292292
0.293293293293293,0.425541105117578,0.0860209558908258,0.293293293293293
0.294294294294294,0.427843908621984,0.0866091316541767,0.294294294294294
0.295295295295295,0.430148355050234,0.0871993114235357,0.295295295295295
0.296296296296296,0.432454402276076,0.0877914951989026,0.296296296296296
0.297297297297297,0.434762008173257,0.0883856829802776,0.297297297297297
0.298298298298298,0.437071130615526,0.0889818747676605,0.298298298298298
0.299299299299299,0.439381727476629,0.0895800705610516,0.299299299299299
0.3003003003003,0.441693756630315,0.0901802703604505,0.3003003003003
0.301301301301301,0.44400717595033,0.0907824741658575,0.301301301301301
0.302302302302302,0.446321943310423,0.0913866819772726,0.302302302302302
0.303303303303303,0.448638016584341,0.0919928937946956,0.303303303303303
0.304304304304304,0.450955353645832,0.0926011096181266,0.304304304304304
0.305305305305305,0.453273912368643,0.0932113294475657,0.305305305305305
0.306306306306306,0.455593650626521,0.0938235532830127,0.306306306306306
0.307307307307307,0.457914526293215,0.0944377811244678,0.307307307307307
0.308308308308308,0.460236497242472,0.0950540129719309,0.308308308308308
0.309309309309309,0.46255952134804,0.095672248825402,0.309309309309309
0.31031031031031,0.464883556483665,0.0962924886848811,0.31031031031031
0.311311311311311,0.467208560523096,0.0969147325503682,0.311311311311311
0.312312312312312,0.469534491340081,0.0975389804218633,0.312312312312312
0.313313313313313,0.471861306808366,0.0981652322993664,0.313313313313313
0.314314314314314,0.4741889648017,0.0987934881828776,0.314314314314314
0.315315315315315,0.476517423193829,0.0994237480723967,0.315315315315315
0.316316316316316,0.478846639858503,0.100056011967924,0.316316316316316
0.317317317317317,0.481176572669467,0.100690279869459,0.317317317317317
0.318318318318318,0.48350717950047,0.101326551777002,0.318318318318318
0.319319319319319,0.48583841822526,0.101964827690553,0.319319319319319
0.32032032032032,0.488170246717583,0.102605107610113,0.32032032032032
0.321321321321321,0.490502622851188,0.10324739153568,0.321321321321321
0.322322322322322,0.492835504499821,0.103891679467255,0.322322322322322
0.323323323323323,0.495168849537232,0.104537971404838,0.323323323323323
0.324324324324324,0.497502615837167,0.10518626734843,0.324324324324324
0.325325325325325,0.499836761273373,0.105836567298029,0.325325325325325
0.326326326326326,0.502171243719599,0.106488871253636,0.326326326326326
0.327327327327327,0.504506021049592,0.107143179215251,0.327327327327327
0.328328328328328,0.506841051137099,0.107799491182875,0.328328328328328
0.329329329329329,0.509176291855868,0.108457807156506,0.329329329329329
0.33033033033033,0.511511701079647,0.109118127136145,0.33033033033033
0.331331331331331,0.513847236682184,0.109780451121792,0.331331331331331
0.332332332332332,0.516182856537225,0.110444779113448,0.332332332332332
0.333333333333333,0.518518518518518,0.111111111111111,0.333333333333333
0.334334334334334,0.520854180499812,0.111779447114782,0.334334334334334
0.335335335335335,0.523189800354853,0.112449787124462,0.335335335335335
0.336336336336336,0.52552533595739,0.113122131140149,0.336336336336336
0.337337337337337,0.527860745181169,0.113796479161845,0.337337337337337
0.338338338338338,0.530195985899938,0.114472831189548,0.338338338338338
0.339339339339339,0.532531015987445,0.115151187223259,0.339339339339339
0.34034034034034,0.534865793317438,0.115831547262979,0.34034034034034
0.341341341341341,0.537200275763664,0.116513911308706,0.341341341341341
0.342342342342342,0.53953442119987,0.117198279360442,0.342342342342342
0.343343343343343,0.541868187499805,0.117884651418185,0.343343343343343
0.344344344344344,0.544201532537216,0.118573027481936,0.344344344344344
0.345345345345345,0.546534414185849,0.119263407551696,0.345345345345345
0.346346346346346,0.548866790319454,0.119955791627463,0.346346346346346
0.347347347347347,0.551198618811777,0.120650179709239,0.347347347347347
0.348348348348348,0.553529857536567,0.121346571797022,0.348348348348348
0.349349349349349,0.55586046436757,0.122044967890814,0.349349349349349
0.35035035035035,0.558190397178534,0.122745367990613,0.35035035035035
0.351351351351351,0.560519613843208,0.123447772096421,0.351351351351351
0.352352352352352,0.562848072235337,0.124152180208236,0.352352352352352
0.353353353353353,0.565175730228671,0.12485859232606,0.353353353353353
0.354354354354354,0.567502545696956,0.125567008449891,0.354354354354354
0.355355355355355,0.569828476513941,0.126277428579731,0.355355355355355
0.356356356356356,0.572153480553372,0.126989852715578,0.356356356356356
0.357357357357357,0.574477515688997,0.127704280857434,0.357357357357357
0.358358358358358,0.576800539794565,0.128420713005298,0.358358358358358
0.359359359359359,0.579122510743822,0.129139149159169,0.359359359359359
0.36036036036036,0.581443386410516,0.129859589319049,0.36036036036036
0.361361361361361,0.583763124668395,0.130582033484936,0.361361361361361
0.362362362362362,0.586081683391205,0.131306481656832,0.362362362362362
0.363363363363363,0.588399020452696,0.132032933834736,0.363363363363363
0.364364364364364,0.590715093726614,0.132761390018647,0.364364364364364
0.365365365365365,0.593029861086707,0.133491850208567,0.365365365365365
0.366366366366366,0.595343280406722,0.134224314404495,0.366366366366366
0.367367367367367,0.597655309560408,0.13495878260643,0.367367367367367
0.368368368368368,0.599965906421511,0.135695254814374,0.368368368368368
0.369369369369369,0.60227502886378,0.136433731028326,0.369369369369369
0.37037037037037,0.604582634760961,0.137174211248285,0.37037037037037
0.371371371371371,0.606888681986803,0.137916695474253,0.371371371371371
0.372372372372372,0.609193128415053,0.138661183706229,0.372372372372372
0.373373373373373,0.611495931919459,0.139407675944212,0.373373373373373
0.374374374374374,0.613797050373767,0.140156172188204,0.374374374374374
0.375375375375375,0.616096441651727,0.140906672438204,0.375375375375375
0.376376376376376,0.618394063627085,0.141659176694212,0.376376376376376
0.377377377377377,0.620689874173588,0.142413684956227,0.377377377377377
0.378378378378378,0.622983831164985,0.143170197224251,0.378378378378378
0.379379379379379,0.625275892475023,0.143928713498283,0.379379379379379
0.38038038038038,0.62756601597745,0.144689233778323,0.38038038038038
0.381381381381381,0.629854159546014,0.145451758064371,0.381381381381381
0.382382382382382,0.63214028105446,0.146216286356426,0.382382382382382
0.383383383383383,0.634424338376539,0.14698281865449,0.383383383383383
0.384384384384384,0.636706289385996,0.147751354958562,0.384384384384384
0.385385385385385,0.63898609195658,0.148521895268642,0.385385385385385
0.386386386386386,0.641263703962038,0.14929443958473,0.386386386386386
0.387387387387387,0.643539083276118,0.150068987906826,0.387387387387387
0.388388388388388,0.645812187772567,0.15084554023493,0.388388388388388
0.389389389389389,0.648082975325132,0.151624096569042,0.389389389389389
0.39039039039039,0.650351403807563,0.152404656909161,0.39039039039039
0.391391391391391,0.652617431093605,0.153187221255289,0.391391391391391
0.392392392392392,0.654881015057007,0.153971789607425,0.392392392392392
0.393393393393393,0.657142113571516,0.154758361965569,0.393393393393393
0.394394394394394,0.65940068451088,0.155546938329721,0.394394394394394
0.395395395395395,0.661656685748846,0.156337518699881,0.395395395395395
0.396396396396396,0.663910075159162,0.157130103076049,0.396396396396396
0.397397397397397,0.666160810615576,0.157924691458225,0.397397397397397
0.398398398398398,0.668408849991834,0.158721283846409,0.398398398398398
0.399399399399399,0.670654151161686,0.159519880240601,0.399399399399399
0.4004004004004,0.672896671998877,0.160320480640801,0.4004004004004
0.401401401401401,0.675136370377157,0.161123085047009,0.401401401401401
0.402402402402402,0.677373204170271,0.161927693459225,0.402402402402402
0.403403403403403,0.679607131251969,0.162734305877449,0.403403403403403
0.404404404404404,0.681838109495998,0.163542922301681,0.404404404404404
0.405405405405405,0.684066096776104,0.164353542731921,0.405405405405405
0.406406406406406,0.686291050966036,0.165166167168169,0.406406406406406
0.407407407407407,0.688512929939542,0.165980795610425,0.407407407407407
0.408408408408408,0.690731691570368,0.166797428058689,0.408408408408408
0.409409409409409,0.692947293732263,0.167616064512961,0.409409409409409
0.41041041041041,0.695159694298974,0.168436704973242,0.41041041041041
0.411411411411411,0.697368851144248,0.16925934943953,0.411411411411411
0.412412412412412,0.699574722141834,0.170083997911826,0.412412412412412
0.413413413413413,0.701777265165478,0.17091065039013,0.413413413413413
0.414414414414414,0.703976438088929,0.171739306874442,0.414414414414414
0.415415415415415,0.706172198785934,0.172569967364762,0.415415415415415
0.416416416416416,0.70836450513024,0.17340263186109,0.416416416416416
0.417417417417417,0.710553314995595,0.174237300363426,0.417417417417417
0.418418418418418,0.712738586255747,0.175073972871771,0.418418418418418
0.419419419419419,0.714920276784443,0.175912649386123,0.419419419419419
