a,b
-1.57157157157157,1
-1.56756756756757,1
-1.56356356356356,1
-1.55955955955956,1
-1.55555555555556,1
-1.55155155155155,1
-1.54754754754755,1
-1.54354354354354,1
-1.53953953953954,1
-1.53553553553554,1
-1.53153153153153,1
-1.52752752752753,1
-1.52352352352352,1
-1.51951951951952,1
-1.51551551551552,1
-1.51151151151151,1
-1.50750750750751,1
-1.5035035035035,1
-1.4994994994995,1
-1.4954954954955,1
-1.49149149149149,1
-1.48748748748749,1
-1.48348348348348,1
-1.47947947947948,1
-1.47547547547548,1
-1.47147147147147,1
-1.46746746746747,1
-1.46346346346346,1
-1.45945945945946,1
-1.45545545545546,1
-1.45145145145145,1
-1.44744744744745,1
-1.44344344344344,1
-1.43943943943944,1
-1.43543543543544,1
-1.43143143143143,1
-1.42742742742743,1
-1.42342342342342,1
-1.41941941941942,1
-1.41541541541542,1
-1.41141141141141,1
-1.40740740740741,1
-1.4034034034034,1
-1.3993993993994,1
-1.3953953953954,1
-1.39139139139139,1
-1.38738738738739,1
-1.38338338338338,1
-1.37937937937938,1
-1.37537537537538,1
-1.37137137137137,1
-1.36736736736737,1
-1.36336336336336,1
-1.35935935935936,1
-1.35535535535536,1
-1.35135135135135,1
-1.34734734734735,1
-1.34334334334334,1
-1.33933933933934,1
-1.33533533533534,1
-1.33133133133133,1
-1.32732732732733,1
-1.32332332332332,1
-1.31931931931932,1
-1.31531531531532,1
-1.31131131131131,1
-1.30730730730731,1
-1.3033033033033,1
-1.2992992992993,1
-1.2952952952953,1
-1.29129129129129,1
-1.28728728728729,1
-1.28328328328328,1
-1.27927927927928,1
-1.27527527527528,1
-1.27127127127127,1
-1.26726726726727,1
-1.26326326326326,1
-1.25925925925926,1
-1.25525525525526,1
-1.25125125125125,1
-1.24724724724725,1
-1.24324324324324,1
-1.23923923923924,1
-1.23523523523524,1
-1.23123123123123,1
-1.22722722722723,1
-1.22322322322322,1
-1.21921921921922,1
-1.21521521521522,1
-1.21121121121121,1
-1.20720720720721,1
-1.2032032032032,1
-1.1991991991992,1
-1.1951951951952,1
-1.19119119119119,1
-1.18718718718719,1
-1.18318318318318,1
-1.17917917917918,1
-1.17517517517518,1
-1.17117117117117,1
-1.16716716716717,1
-1.16316316316316,1
-1.15915915915916,1
-1.15515515515516,1
-1.15115115115115,1
-1.14714714714715,1
-1.14314314314314,1
-1.13913913913914,1
-1.13513513513514,1
-1.13113113113113,1
-1.12712712712713,1
-1.12312312312312,1
-1.11911911911912,1
-1.11511511511512,1
-1.11111111111111,1
-1.10710710710711,1
-1.1031031031031,1
-1.0990990990991,1
-1.0950950950951,1
-1.09109109109109,1
-1.08708708708709,1
-1.08308308308308,1
-1.07907907907908,1
-1.07507507507508,1
-1.07107107107107,1
-1.06706706706707,1
-1.06306306306306,1
-1.05905905905906,1
-1.05505505505506,1
-1.05105105105105,1
-1.04704704704705,1
-1.04304304304304,1
-1.03903903903904,1
-1.03503503503504,1
-1.03103103103103,1
-1.02702702702703,1
-1.02302302302302,1
-1.01901901901902,1
-1.01501501501502,1
-1.01101101101101,1
-1.00700700700701,1
-1.003003003003,1
-0.998998998998999,1
-0.994994994994995,1
-0.990990990990991,1
-0.986986986986987,1
-0.982982982982983,1
-0.978978978978979,1
-0.974974974974975,1
-0.970970970970971,1
-0.966966966966967,1
-0.962962962962963,1
-0.958958958958959,1
-0.954954954954955,1
-0.950950950950951,1
-0.946946946946947,1
-0.942942942942943,1
-0.938938938938939,1
-0.934934934934935,1
-0.930930930930931,1
-0.926926926926927,1
-0.922922922922923,1
-0.918918918918919,1
-0.914914914914915,1
-0.910910910910911,1
-0.906906906906907,1
-0.902902902902903,1
-0.898898898898899,1
-0.894894894894895,1
-0.890890890890891,1
-0.886886886886887,1
-0.882882882882883,1
-0.878878878878879,1
-0.874874874874875,1
-0.870870870870871,1
-0.866866866866867,1
-0.862862862862863,1
-0.858858858858859,1
-0.854854854854855,1
-0.850850850850851,1
-0.846846846846847,1
-0.842842842842843,1
-0.838838838838839,1
-0.834834834834835,1
-0.830830830830831,1
-0.826826826826827,1
-0.822822822822823,1
-0.818818818818819,1
-0.814814814814815,1
-0.810810810810811,1
-0.806806806806807,1
-0.802802802802803,1
-0.798798798798799,1
-0.794794794794795,1
-0.790790790790791,1
-0.786786786786787,1
-0.782782782782783,1
-0.778778778778779,1
-0.774774774774775,1
-0.770770770770771,1
-0.766766766766767,1
-0.762762762762763,1
-0.758758758758759,1
-0.754754754754755,1
-0.750750750750751,1
-0.746746746746747,1
-0.742742742742743,1
-0.738738738738739,1
-0.734734734734735,1
-0.730730730730731,1
-0.726726726726727,1
-0.722722722722723,1
-0.718718718718719,1
-0.714714714714715,1
-0.710710710710711,1
-0.706706706706707,1
-0.702702702702703,1
-0.698698698698699,1
-0.694694694694695,1
-0.690690690690691,1
-0.686686686686687,1
-0.682682682682683,1
-0.678678678678679,1
-0.674674674674675,1
-0.670670670670671,1
-0.666666666666667,1
-0.662662662662663,1
-0.658658658658659,1
-0.654654654654655,1
-0.650650650650651,1
-0.646646646646647,1
-0.642642642642643,1
-0.638638638638639,1
-0.634634634634635,1
-0.630630630630631,1
-0.626626626626627,1
-0.622622622622623,1
-0.618618618618619,1
-0.614614614614615,1
-0.610610610610611,1
-0.606606606606607,1
-0.602602602602603,1
-0.598598598598599,1
-0.594594594594595,1
-0.590590590590591,1
-0.586586586586587,1
-0.582582582582583,1
-0.578578578578579,1
-0.574574574574575,1
-0.570570570570571,1
-0.566566566566567,1
-0.562562562562563,1
-0.558558558558559,1
-0.554554554554554,1
-0.550550550550551,1
-0.546546546546546,1
-0.542542542542543,1
-0.538538538538539,1
-0.534534534534534,1
-0.530530530530531,1
-0.526526526526526,1
-0.522522522522523,1
-0.518518518518519,1
-0.514514514514514,1
-0.510510510510511,1
-0.506506506506506,1
-0.502502502502503,1
-0.498498498498499,1
-0.494494494494494,1
-0.490490490490491,1
-0.486486486486486,1
-0.482482482482482,1
-0.478478478478479,1
-0.474474474474474,1
-0.470470470470471,1
-0.466466466466466,1
-0.462462462462462,1
-0.458458458458459,1
-0.454454454454454,1
-0.450450450450451,1
-0.446446446446446,1
-0.442442442442442,1
-0.438438438438439,1
-0.434434434434434,1
-0.43043043043043,1
-0.426426426426426,1
-0.422422422422422,1
-0.418418418418418,1
-0.414414414414414,1
-0.41041041041041,1
-0.406406406406406,1
-0.402402402402402,1
-0.398398398398398,1
-0.394394394394394,1
-0.39039039039039,1
-0.386386386386386,1
-0.382382382382382,1
-0.378378378378378,1
-0.374374374374374,1
-0.37037037037037,1
-0.366366366366366,1
-0.362362362362362,1
-0.358358358358358,1
-0.354354354354354,1
-0.35035035035035,1
-0.346346346346346,1
-0.342342342342342,1
-0.338338338338338,1
-0.334334334334334,1
-0.33033033033033,1
-0.326326326326326,1
-0.322322322322322,1
-0.318318318318318,1
-0.314314314314314,1
-0.31031031031031,1
-0.306306306306306,1
-0.302302302302302,1
-0.298298298298298,1
-0.294294294294294,1
-0.29029029029029,1
-0.286286286286286,1
-0.282282282282282,1
-0.278278278278278,1
-0.274274274274274,1
-0.27027027027027,1
-0.266266266266266,1
-0.262262262262262,1
-0.258258258258258,1
-0.254254254254254,1
-0.25025025025025,1
-0.246246246246246,1
-0.242242242242242,1
-0.238238238238238,1
-0.234234234234234,1
-0.23023023023023,1
-0.226226226226226,1
-0.222222222222222,1
-0.218218218218218,1
-0.214214214214214,1
-0.21021021021021,1
-0.206206206206206,1
-0.202202202202202,1
-0.198198198198198,1
-0.194194194194194,1
-0.19019019019019,1
-0.186186186186186,1
-0.182182182182182,1
-0.178178178178178,1
-0.174174174174174,1
-0.17017017017017,1
-0.166166166166166,1
-0.162162162162162,1
-0.158158158158158,1
-0.154154154154154,1
-0.15015015015015,1
-0.146146146146146,1
-0.142142142142142,1
-0.138138138138138,1
-0.134134134134134,1
-0.13013013013013,1
-0.126126126126126,1
-0.122122122122122,1
-0.118118118118118,1
-0.114114114114114,1
-0.11011011011011,1
-0.106106106106106,1
-0.102102102102102,1
-0.0980980980980981,1
-0.0940940940940942,1
-0.0900900900900901,1
-0.0860860860860861,1
-0.082082082082082,1
-0.0780780780780781,1
-0.0740740740740742,1
-0.07007007007007,1
-0.0660660660660661,1
-0.062062062062062,1
-0.0580580580580581,1
-0.0540540540540539,1
-0.05005005005005,1
-0.0460460460460461,1
-0.042042042042042,1
-0.0380380380380381,1
-0.0340340340340339,1
-0.03003003003003,1
-0.0260260260260261,1
-0.022022022022022,1
-0.0180180180180181,1
-0.0140140140140139,1
-0.01001001001001,1
-0.00600600600600609,1
-0.00200200200200196,0
0.00200200200200218,0
0.00600600600600609,0
0.01001001001001,0
0.0140140140140139,0
0.0180180180180178,0
0.0220220220220222,0
0.0260260260260261,0
0.03003003003003,0
0.0340340340340339,0
0.0380380380380378,0
0.0420420420420422,0
0.0460460460460461,0
0.05005005005005,0
0.0540540540540539,0
0.0580580580580579,0
0.0620620620620622,0
0.0660660660660661,0
0.07007007007007,0
0.074074074074074,0
0.0780780780780779,0
0.0820820820820822,0
0.0860860860860861,0
0.0900900900900901,0
0.094094094094094,0
0.0980980980980979,0
0.102102102102102,0
0.106106106106106,0
0.11011011011011,0
0.114114114114114,0
0.118118118118118,0
0.122122122122122,0
0.126126126126126,0
0.13013013013013,0
0.134134134134134,0
0.138138138138138,0
0.142142142142142,0
0.146146146146146,0
0.15015015015015,0
0.154154154154154,0
0.158158158158158,0
0.162162162162162,0
0.166166166166166,0
0.17017017017017,0
0.174174174174174,0
0.178178178178178,0
0.182182182182182,0
0.186186186186186,0
0.19019019019019,0
0.194194194194194,0
0.198198198198198,0
0.202202202202202,0
0.206206206206206,0
0.21021021021021,0
0.214214214214214,0
0.218218218218218,0
0.222222222222222,0
0.226226226226226,0
0.23023023023023,0
0.234234234234234,0
0.238238238238238,0
0.242242242242242,0
0.246246246246246,0
0.25025025025025,0
0.254254254254254,0
0.258258258258258,0
0.262262262262262,0
0.266266266266266,0
0.27027027027027,0
0.274274274274274,0
0.278278278278278,0
0.282282282282282,0
0.286286286286286,0
0.29029029029029,0
0.294294294294294,0
0.298298298298298,0
0.302302302302302,0
0.306306306306306,0
0.31031031031031,0
0.314314314314314,0
0.318318318318318,0
0.322322322322322,0
0.326326326326326,0
0.33033033033033,0
0.334334334334334,0
0.338338338338338,0
0.342342342342342,0
0.346346346346346,0
0.35035035035035,0
0.354354354354354,0
0.358358358358358,0
0.362362362362362,0
0.366366366366366,0
0.37037037037037,0
0.374374374374374,0
0.378378378378379,0
0.382382382382382,0
0.386386386386386,0
0.39039039039039,0
0.394394394394395,0
0.398398398398399,0
0.402402402402402,0
0.406406406406406,0
0.41041041041041,0
0.414414414414415,0
0.418418418418419,0
0.422422422422422,0
0.426426426426426,0
0.43043043043043,0
0.434434434434435,0
0.438438438438439,0
0.442442442442442,0
0.446446446446446,0
0.45045045045045,0
0.454454454454455,0
0.458458458458459,0
0.462462462462462,0
0.466466466466466,0
0.47047047047047,0
0.474474474474475,0
0.478478478478479,0
0.482482482482482,0
0.486486486486486,0
0.49049049049049,0
0.494494494494495,0
0.498498498498499,0
0.502502502502503,0
0.506506506506506,0
0.51051051051051,0
0.514514514514515,0
0.518518518518519,0
0.522522522522523,0
0.526526526526526,0
0.53053053053053,0
0.534534534534535,0
0.538538538538539,0
0.542542542542543,0
0.546546546546546,0
0.55055055055055,0
0.554554554554555,0
0.558558558558559,0
0.562562562562563,0
0.566566566566566,0
0.57057057057057,0
0.574574574574575,0
0.578578578578579,0
0.582582582582583,0
0.586586586586586,0
0.59059059059059,0
0.594594594594595,0
0.598598598598599,0
0.602602602602603,0
0.606606606606606,0
0.61061061061061,0
0.614614614614615,0
0.618618618618619,0
0.622622622622623,0
0.626626626626626,0
0.630630630630631,0
0.634634634634635,0
0.638638638638639,0
0.642642642642643,0
0.646646646646647,0
0.650650650650651,0
0.654654654654655,0
0.658658658658659,0
0.662662662662663,0
0.666666666666667,0
0.670670670670671,0
0.674674674674675,0
0.678678678678679,0
0.682682682682683,0
0.686686686686687,0
0.690690690690691,0
0.694694694694695,0
0.698698698698699,0
0.702702702702703,0
0.706706706706707,0
0.710710710710711,0
0.714714714714715,0
0.718718718718719,0
0.722722722722723,0
0.726726726726727,0
0.730730730730731,0
0.734734734734735,0
0.738738738738739,0
0.742742742742743,0
0.746746746746747,0
0.750750750750751,0
0.754754754754755,0
0.758758758758759,0
0.762762762762763,0
0.766766766766767,0
0.770770770770771,0
0.774774774774775,0
0.778778778778779,0
0.782782782782783,0
0.786786786786787,0
0.790790790790791,0
0.794794794794795,0
0.798798798798799,0
0.802802802802803,0
0.806806806806807,0
0.810810810810811,0
0.814814814814815,0
0.818818818818819,0
0.822822822822823,0
0.826826826826827,0
0.830830830830831,0
0.834834834834835,0
0.838838838838839,0
0.842842842842843,0
0.846846846846847,0
0.850850850850851,0
0.854854854854855,0
0.858858858858859,0
0.862862862862863,0
0.866866866866867,0
0.870870870870871,0
0.874874874874875,0
0.878878878878879,0
0.882882882882883,0
0.886886886886887,0
0.890890890890891,0
0.894894894894895,0
0.898898898898899,0
0.902902902902903,0
0.906906906906907,0
0.910910910910911,0
0.914914914914915,0
0.918918918918919,0
0.922922922922923,0
0.926926926926927,0
0.930930930930931,0
0.934934934934935,0
0.938938938938939,0
0.942942942942943,0
0.946946946946947,0
0.950950950950951,0
0.954954954954955,0
0.958958958958959,0
0.962962962962963,0
0.966966966966967,0
0.970970970970971,0
0.974974974974975,0
0.978978978978979,0
0.982982982982983,0
0.986986986986987,0
0.990990990990991,0
0.994994994994995,0
0.998998998998999,0
1.003003003003,0
1.00700700700701,0
1.01101101101101,0
1.01501501501502,0
1.01901901901902,0
1.02302302302302,0
1.02702702702703,0
1.03103103103103,0
1.03503503503504,0
1.03903903903904,0
1.04304304304304,0
1.04704704704705,0
1.05105105105105,0
1.05505505505506,0
1.05905905905906,0
1.06306306306306,0
1.06706706706707,0
1.07107107107107,0
1.07507507507508,0
1.07907907907908,0
1.08308308308308,0
1.08708708708709,0
1.09109109109109,0
1.0950950950951,0
1.0990990990991,0
1.1031031031031,0
1.10710710710711,0
1.11111111111111,0
1.11511511511512,0
1.11911911911912,0
1.12312312312312,0
1.12712712712713,0
1.13113113113113,0
1.13513513513514,0
1.13913913913914,0
1.14314314314314,0
1.14714714714715,0
1.15115115115115,0
1.15515515515516,0
1.15915915915916,0
1.16316316316316,0
1.16716716716717,0
1.17117117117117,0
1.17517517517518,0
1.17917917917918,0
1.18318318318318,0
1.18718718718719,0
1.19119119119119,0
1.1951951951952,0
1.1991991991992,0
1.2032032032032,0
1.20720720720721,0
1.21121121121121,0
1.21521521521522,0
1.21921921921922,0
1.22322322322322,0
1.22722722722723,0
1.23123123123123,0
1.23523523523524,0
1.23923923923924,0
1.24324324324324,0
1.24724724724725,0
1.25125125125125,0
1.25525525525526,0
1.25925925925926,0
1.26326326326326,0
1.26726726726727,0
1.27127127127127,0
1.27527527527528,0
1.27927927927928,0
1.28328328328328,0
1.28728728728729,0
1.29129129129129,0
1.2952952952953,0
1.2992992992993,0
1.3033033033033,0
1.30730730730731,0
1.31131131131131,0
1.31531531531532,0
1.31931931931932,0
1.32332332332332,0
1.32732732732733,0
1.33133133133133,0
1.33533533533534,0
1.33933933933934,0
1.34334334334334,0
1.34734734734735,0
1.35135135135135,0
1.35535535535536,0
1.35935935935936,0
1.36336336336336,0
1.36736736736737,0
1.37137137137137,0
1.37537537537538,0
1.37937937937938,0
1.38338338338338,0
1.38738738738739,0
1.39139139139139,0
1.3953953953954,0
1.3993993993994,0
1.4034034034034,0
1.40740740740741,0
1.41141141141141,0
1.41541541541542,0
1.41941941941942,0
1.42342342342342,0
1.42742742742743,0
1.43143143143143,0
1.43543543543544,0
1.43943943943944,0
1.44344344344344,0
1.44744744744745,0
1.45145145145145,0
1.45545545545546,0
1.45945945945946,0
1.46346346346346,0
1.46746746746747,0
1.47147147147147,0
1.47547547547548,0
1.47947947947948,0
1.48348348348348,0
1.48748748748749,0
1.49149149149149,0
1.4954954954955,0
1.4994994994995,0
1.5035035035035,0
1.50750750750751,0
1.51151151151151,0
1.51551551551552,0
1.51951951951952,0
1.52352352352352,0
1.52752752752753,0
1.53153153153153,0
1.53553553553554,0
1.53953953953954,0
1.54354354354354,0
1.54754754754755,0
1.55155155155155,0
1.55555555555556,0
1.55955955955956,0
1.56356356356356,0
1.56756756756757,0
1.57157157157157,0
1.57557557557558,0
1.57957957957958,0
1.58358358358358,0
1.58758758758759,0
1.59159159159159,0
1.5955955955956,0
1.5995995995996,0
1.6036036036036,0
1.60760760760761,0
1.61161161161161,0
1.61561561561562,0
1.61961961961962,0
1.62362362362362,0
1.62762762762763,0
1.63163163163163,0
1.63563563563564,0
1.63963963963964,0
1.64364364364364,0
1.64764764764765,0
1.65165165165165,0
1.65565565565566,0
1.65965965965966,0
1.66366366366366,0
1.66766766766767,0
1.67167167167167,0
1.67567567567568,0
1.67967967967968,0
1.68368368368368,0
1.68768768768769,0
1.69169169169169,0
1.6956956956957,0
1.6996996996997,0
1.7037037037037,0
1.70770770770771,0
1.71171171171171,0
1.71571571571572,0
1.71971971971972,0
1.72372372372372,0
1.72772772772773,0
1.73173173173173,0
1.73573573573574,0
1.73973973973974,0
1.74374374374374,0
1.74774774774775,0
1.75175175175175,0
1.75575575575576,0
1.75975975975976,0
1.76376376376376,0
1.76776776776777,0
1.77177177177177,0
1.77577577577578,0
1.77977977977978,0
1.78378378378378,0
1.78778778778779,0
1.79179179179179,0
1.7957957957958,0
1.7997997997998,0
1.8038038038038,0
1.80780780780781,0
1.81181181181181,0
1.81581581581582,0
1.81981981981982,0
1.82382382382382,0
1.82782782782783,0
1.83183183183183,0
1.83583583583584,0
1.83983983983984,0
1.84384384384384,0
1.84784784784785,0
1.85185185185185,0
1.85585585585586,0
1.85985985985986,0
1.86386386386386,0
1.86786786786787,0
1.87187187187187,0
1.87587587587588,0
1.87987987987988,0
1.88388388388388,0
1.88788788788789,0
1.89189189189189,0
1.8958958958959,0
1.8998998998999,0
1.9039039039039,0
1.90790790790791,0
1.91191191191191,0
1.91591591591592,0
1.91991991991992,0
1.92392392392392,0
1.92792792792793,0
1.93193193193193,0
1.93593593593594,0
1.93993993993994,0
1.94394394394394,0
1.94794794794795,0
1.95195195195195,0
1.95595595595596,0
1.95995995995996,0
1.96396396396396,0
1.96796796796797,0
1.97197197197197,0
1.97597597597598,0
1.97997997997998,0
1.98398398398398,0
1.98798798798799,0
1.99199199199199,0
1.995995995996,0
2,0
